,timestamp,x,y,z,q_x,q_y,q_z,q_w
0,0000,-2,2,0.35,0.5,-0.4999999999999999,-0.5,0.5000000000000001
1,0001,-2,2,0.35,0.5316310262343732,-0.46622789700423006,-0.5316310262343732,0.4662278970042303
2,0002,-2,2,0.35,0.560985526796931,-0.4304593345768793,-0.560985526796931,0.43045933457687946
3,0003,-2,2,0.35,0.5879378012096793,-0.39284747919355095,-0.5879378012096793,0.3928474791935512
4,0004,-2,2,0.35,0.6123724356957945,-0.35355339059327373,-0.6123724356957945,0.35355339059327384
5,0005,-2,2,0.35,0.6341847973991336,-0.312745332095972,-0.6341847973991336,0.3127453320959722
6,0006,-2,2,0.35,0.6532814824381883,-0.27059805007309834,-0.6532814824381883,0.27059805007309856
7,0007,-2,2,0.35,0.6695807158758448,-0.22729202565684342,-0.6695807158758448,0.22729202565684364
8,0008,-2,2,0.35,0.6830127018922192,-0.18301270189221924,-0.6830127018922192,0.1830127018922195
9,0009,-2,2,0.35,0.6935199226610738,-0.13794968964147147,-0.6935199226610738,0.13794968964147164
10,0010,-2,2,0.35,0.7010573846499779,-0.09229595564125731,-0.7010573846499779,0.09229595564125748
11,0011,-2,2,0.35,0.7055928112895231,-0.046246996189454104,-0.7055928112895231,0.04624699618945438
12,0012,-2,2,0.35,0.7071067811865475,5.551115123125783e-17,-0.7071067811865475,1.6653345369377348e-16
13,0013,-2,2,0.35,0.7055928112895231,0.046246996189454215,-0.7055928112895231,-0.04624699618945405
14,0014,-2,2,0.35,0.7010573846499779,0.09229595564125737,-0.7010573846499779,-0.09229595564125709
15,0015,-2,2,0.35,0.6935199226610738,0.13794968964147147,-0.6935199226610738,-0.1379496896414712
16,0016,-2,2,0.35,0.6830127018922194,0.1830127018922194,-0.6830127018922194,-0.1830127018922192
17,0017,-2,2,0.35,0.6695807158758449,0.22729202565684342,-0.6695807158758448,-0.22729202565684328
18,0018,-2,2,0.35,0.6532814824381883,0.27059805007309856,-0.6532814824381883,-0.27059805007309834
19,0019,-2,2,0.35,0.6341847973991337,0.312745332095972,-0.6341847973991337,-0.3127453320959718
20,0020,-2,2,0.35,0.6123724356957946,0.35355339059327373,-0.6123724356957946,-0.3535533905932735
21,0021,-2,2,0.35,0.5879378012096794,0.3928474791935511,-0.5879378012096794,-0.3928474791935509
22,0022,-2,2,0.35,0.560985526796931,0.4304593345768794,-0.560985526796931,-0.43045933457687924
23,0023,-2,2,0.35,0.5316310262343733,0.4662278970042302,-0.5316310262343733,-0.46622789700423
24,0024,-2,2,0.35,0.5,0.5000000000000001,-0.5,-0.49999999999999983
25,0025,-2,2,0.35,0.46622789700423023,0.5316310262343733,-0.46622789700423023,-0.5316310262343731
26,0026,-2,2,0.35,0.43045933457687957,0.560985526796931,-0.43045933457687957,-0.5609855267969309
27,0027,-2,2,0.35,0.3928474791935513,0.5879378012096793,-0.3928474791935513,-0.5879378012096792
28,0028,-2,2,0.35,0.35355339059327384,0.6123724356957945,-0.35355339059327384,-0.6123724356957945
29,0029,-2,2,0.35,0.31274533209597216,0.6341847973991336,-0.31274533209597216,-0.6341847973991335
30,0030,-2,2,0.35,0.2705980500730987,0.6532814824381882,-0.2705980500730987,-0.6532814824381882
31,0031,-2,2,0.35,0.2272920256568436,0.6695807158758448,-0.22729202565684364,-0.6695807158758447
32,0032,-2,2,0.35,0.1830127018922194,0.6830127018922192,-0.1830127018922194,-0.6830127018922192
33,0033,-2,2,0.35,0.1379496896414717,0.6935199226610738,-0.13794968964147175,-0.6935199226610737
34,0034,-2,2,0.35,0.09229595564125753,0.7010573846499778,-0.09229595564125748,-0.7010573846499779
35,0035,-2,2,0.35,0.04624699618945455,0.7055928112895231,-0.0462469961894546,-0.7055928112895231
36,0036,-2,2,0.35,5.551115123125783e-17,0.7071067811865475,-5.551115123125783e-17,-0.7071067811865475
37,0037,-2,2,0.35,-0.046246996189454104,0.7055928112895231,0.04624699618945416,-0.7055928112895231
38,0038,-2,2,0.35,-0.09229595564125703,0.7010573846499779,0.09229595564125709,-0.7010573846499779
39,0039,-2,2,0.35,-0.1379496896414712,0.6935199226610738,0.1379496896414713,-0.6935199226610738
40,0040,-2,2,0.35,-0.18301270189221908,0.6830127018922194,0.18301270189221908,-0.6830127018922194
41,0041,-2,2,0.35,-0.22729202565684323,0.6695807158758449,0.22729202565684326,-0.6695807158758449
42,0042,-2,2,0.35,-0.27059805007309845,0.6532814824381883,0.27059805007309845,-0.6532814824381883
43,0043,-2,2,0.35,-0.3127453320959719,0.6341847973991336,0.3127453320959719,-0.6341847973991337
44,0044,-2,2,0.35,-0.3535533905932736,0.6123724356957945,0.3535533905932736,-0.6123724356957947
45,0045,-2,2,0.35,-0.3928474791935509,0.5879378012096794,0.3928474791935509,-0.5879378012096795
46,0046,-2,2,0.35,-0.4304593345768792,0.560985526796931,0.4304593345768792,-0.5609855267969313
47,0047,-2,2,0.35,-0.4662278970042299,0.5316310262343734,0.4662278970042299,-0.5316310262343735
