,timestamp,x,y,z,q_x,q_y,q_z,q_w
0,0000,2,-2.0,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
1,0001,2,-2.2083333333333335,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
2,0002,2,-2.4166666666666665,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
3,0003,2,-2.625,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
4,0004,2,-2.8333333333333335,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
5,0005,2,-3.041666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
6,0006,2,-3.25,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
7,0007,2,-3.4583333333333335,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
8,0008,2,-3.666666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
9,0009,2,-3.875,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
10,0010,2,-4.083333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
11,0011,2,-4.291666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
12,0012,2,-4.5,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
13,0013,2,-4.708333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
14,0014,2,-4.916666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
15,0015,2,-5.125,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
16,0016,2,-5.333333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
17,0017,2,-5.541666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
18,0018,2,-5.75,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
19,0019,2,-5.958333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
20,0020,2,-6.166666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
21,0021,2,-6.375,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
22,0022,2,-6.583333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
23,0023,2,-6.791666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
24,0024,2,-7.0,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
25,0025,2,-7.208333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
26,0026,2,-7.416666666666667,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
27,0027,2,-7.625,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
28,0028,2,-7.833333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
29,0029,2,-8.041666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
30,0030,2,-8.25,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
31,0031,2,-8.458333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
32,0032,2,-8.666666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
33,0033,2,-8.875,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
34,0034,2,-9.083333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
35,0035,2,-9.291666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
36,0036,2,-9.5,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
37,0037,2,-9.708333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
38,0038,2,-9.916666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
39,0039,2,-10.125,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
40,0040,2,-10.333333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
41,0041,2,-10.541666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
42,0042,2,-10.75,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
43,0043,2,-10.958333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
44,0044,2,-11.166666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
45,0045,2,-11.375,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
46,0046,2,-11.583333333333334,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
47,0047,2,-11.791666666666668,0.35,0.5,0.4999999999999999,0.5,0.5000000000000001
