,timestamp,x,y,z,q_x,q_y,q_z,q_w
0,0000,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
1,0001,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
2,0002,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
3,0003,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
4,0004,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
5,0005,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
6,0006,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
7,0007,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
8,0008,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
9,0009,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
10,0010,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
11,0011,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
12,0012,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
13,0013,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
14,0014,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
15,0015,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
16,0016,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
17,0017,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
18,0018,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
19,0019,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
20,0020,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
21,0021,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
22,0022,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
23,0023,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
24,0024,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
25,0025,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
26,0026,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
27,0027,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
28,0028,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
29,0029,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
30,0030,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
31,0031,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
32,0032,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
33,0033,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
34,0034,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
35,0035,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
36,0036,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
37,0037,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
38,0038,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
39,0039,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
40,0040,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
41,0041,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
42,0042,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
43,0043,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
44,0044,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
45,0045,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
46,0046,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
47,0047,2,2,0.35,4.329780281177466e-17,0.7071067811865475,0.7071067811865476,4.329780281177467e-17
